Index,year,statefip,age_cohorts,TotalAll,totalNat,totalFor,TotalWork,workFor,workNat,foreignBorn,nativeBorn,foreignTotalPer,foreignWorkPer
8595,2009,Louisiana,45-49,4492076,4342438,149638,2345304,106663,2238641,14372,312639,0.033311547000000000,0.045479392
8596,2009,Louisiana,50-54,4492076,4342438,149638,2345304,106663,2238641,10875,303167,0.033311547000000000,0.045479392
8597,2009,Louisiana,55-59,4492076,4342438,149638,2345304,106663,2238641,9009,264535,0.033311547000000000,0.045479392
8598,2009,Louisiana,60-64,4492076,4342438,149638,2345304,106663,2238641,8073,225983,0.033311547000000000,0.045479392
8599,2009,Louisiana,65-69,4492076,4342438,149638,2345304,106663,2238641,5450,163663,0.033311547000000000,0.045479392
8600,2009,Louisiana,70-74,4492076,4342438,149638,2345304,106663,2238641,5524,128117,0.033311547000000000,0.045479392
8601,2009,Louisiana,75-79,4492076,4342438,149638,2345304,106663,2238641,2806,98421,0.033311547000000000,0.045479392
8602,2009,Louisiana,80-84,4492076,4342438,149638,2345304,106663,2238641,2078,78371,0.033311547000000000,0.045479392
8603,2009,Louisiana,85+,4492076,4342438,149638,2345304,106663,2238641,2071,66834,0.033311547000000000,0.045479392
8604,2009,Maine,0-4,1318301,1273325,44976,719763,25174,694589,205,72292,0.03411664,0.034975402
8605,2009,Maine,5-9,1318301,1273325,44976,719763,25174,694589,1560,70732,0.03411664,0.034975402
8606,2009,Maine,10-14,1318301,1273325,44976,719763,25174,694589,1978,75062,0.03411664,0.034975402
8607,2009,Maine,15-19,1318301,1273325,44976,719763,25174,694589,2800,87421,0.03411664,0.034975402
8608,2009,Maine,20-24,1318301,1273325,44976,719763,25174,694589,2715,79401,0.03411664,0.034975402
8609,2009,Maine,25-29,1318301,1273325,44976,719763,25174,694589,2673,74042,0.03411664,0.034975402
8610,2009,Maine,30-34,1318301,1273325,44976,719763,25174,694589,3149,67834,0.03411664,0.034975402
8611,2009,Maine,35-39,1318301,1273325,44976,719763,25174,694589,2858,77622,0.03411664,0.034975402
8612,2009,Maine,40-44,1318301,1273325,44976,719763,25174,694589,4165,88936,0.03411664,0.034975402
8613,2009,Maine,45-49,1318301,1273325,44976,719763,25174,694589,2826,104258,0.03411664,0.034975402
8614,2009,Maine,50-54,1318301,1273325,44976,719763,25174,694589,3898,105325,0.03411664,0.034975402
8615,2009,Maine,55-59,1318301,1273325,44976,719763,25174,694589,2694,97769,0.03411664,0.034975402
8616,2009,Maine,60-64,1318301,1273325,44976,719763,25174,694589,2911,78803,0.03411664,0.034975402
8617,2009,Maine,65-69,1318301,1273325,44976,719763,25174,694589,3428,60108,0.03411664,0.034975402
8618,2009,Maine,70-74,1318301,1273325,44976,719763,25174,694589,1718,42308,0.03411664,0.034975402
8619,2009,Maine,75-79,1318301,1273325,44976,719763,25174,694589,1442,34755,0.03411664,0.034975402
8620,2009,Maine,80-84,1318301,1273325,44976,719763,25174,694589,2211,27313,0.03411664,0.034975402
8621,2009,Maine,85+,1318301,1273325,44976,719763,25174,694589,1745,29344,0.03411664,0.034975402
8622,2009,Maryland,0-4,5699478,4966019,733459,3103854,532749,2571105,5145,374018,0.12868880300000000,0.171641127
8623,2009,Maryland,5-9,5699478,4966019,733459,3103854,532749,2571105,12171,340556,0.12868880300000000,0.171641127
8624,2009,Maryland,10-14,5699478,4966019,733459,3103854,532749,2571105,21343,359419,0.12868880300000000,0.171641127
8625,2009,Maryland,15-19,5699478,4966019,733459,3103854,532749,2571105,29962,378594,0.12868880300000000,0.171641127
8626,2009,Maryland,20-24,5699478,4966019,733459,3103854,532749,2571105,49135,333535,0.12868880300000000,0.171641127
8627,2009,Maryland,25-29,5699478,4966019,733459,3103854,532749,2571105,67072,320173,0.12868880300000000,0.171641127
8628,2009,Maryland,30-34,5699478,4966019,733459,3103854,532749,2571105,80943,278143,0.12868880300000000,0.171641127
8629,2009,Maryland,35-39,5699478,4966019,733459,3103854,532749,2571105,91555,293935,0.12868880300000000,0.171641127
8630,2009,Maryland,40-44,5699478,4966019,733459,3103854,532749,2571105,77493,346137,0.12868880300000000,0.171641127
8631,2009,Maryland,45-49,5699478,4966019,733459,3103854,532749,2571105,73079,385530,0.12868880300000000,0.171641127
8632,2009,Maryland,50-54,5699478,4966019,733459,3103854,532749,2571105,59099,366762,0.12868880300000000,0.171641127
8633,2009,Maryland,55-59,5699478,4966019,733459,3103854,532749,2571105,47230,310937,0.12868880300000000,0.171641127
8634,2009,Maryland,60-64,5699478,4966019,733459,3103854,532749,2571105,36278,269488,0.12868880300000000,0.171641127
8635,2009,Maryland,65-69,5699478,4966019,733459,3103854,532749,2571105,28887,188401,0.12868880300000000,0.171641127
8636,2009,Maryland,70-74,5699478,4966019,733459,3103854,532749,2571105,22062,140993,0.12868880300000000,0.171641127
8637,2009,Maryland,75-79,5699478,4966019,733459,3103854,532749,2571105,14384,110910,0.12868880300000000,0.171641127
8638,2009,Maryland,80-84,5699478,4966019,733459,3103854,532749,2571105,9225,85756,0.12868880300000000,0.171641127
8639,2009,Maryland,85+,5699478,4966019,733459,3103854,532749,2571105,8396,82732,0.12868880300000000,0.171641127
8640,2009,Massachusetts,0-4,6593587,5645526,948061,3595993,679510,2916483,7809,376793,0.143785317,0.188963104
8641,2009,Massachusetts,5-9,6593587,5645526,948061,3595993,679510,2916483,14738,384586,0.143785317,0.188963104
8642,2009,Massachusetts,10-14,6593587,5645526,948061,3595993,679510,2916483,24408,369591,0.143785317,0.188963104
8643,2009,Massachusetts,15-19,6593587,5645526,948061,3595993,679510,2916483,34334,427787,0.143785317,0.188963104
8644,2009,Massachusetts,20-24,6593587,5645526,948061,3595993,679510,2916483,60335,404017,0.143785317,0.188963104
8645,2009,Massachusetts,25-29,6593587,5645526,948061,3595993,679510,2916483,87072,345434,0.143785317,0.188963104
8646,2009,Massachusetts,30-34,6593587,5645526,948061,3595993,679510,2916483,107857,306417,0.143785317,0.188963104
8647,2009,Massachusetts,35-39,6593587,5645526,948061,3595993,679510,2916483,101776,336795,0.143785317,0.188963104
8648,2009,Massachusetts,40-44,6593587,5645526,948061,3595993,679510,2916483,100815,398477,0.143785317,0.188963104
8649,2009,Massachusetts,45-49,6593587,5645526,948061,3595993,679510,2916483,95504,437891,0.143785317,0.188963104
8650,2009,Massachusetts,50-54,6593587,5645526,948061,3595993,679510,2916483,77959,418696,0.143785317,0.188963104
8651,2009,Massachusetts,55-59,6593587,5645526,948061,3595993,679510,2916483,60372,363956,0.143785317,0.188963104
8652,2009,Massachusetts,60-64,6593587,5645526,948061,3595993,679510,2916483,48155,308817,0.143785317,0.188963104
8653,2009,Massachusetts,65-69,6593587,5645526,948061,3595993,679510,2916483,36317,217004,0.143785317,0.188963104
8654,2009,Massachusetts,70-74,6593587,5645526,948061,3595993,679510,2916483,32885,164890,0.143785317,0.188963104
8655,2009,Massachusetts,75-79,6593587,5645526,948061,3595993,679510,2916483,24368,139580,0.143785317,0.188963104
8656,2009,Massachusetts,80-84,6593587,5645526,948061,3595993,679510,2916483,17469,114415,0.143785317,0.188963104
8657,2009,Massachusetts,85+,6593587,5645526,948061,3595993,679510,2916483,15888,130380,0.143785317,0.188963104
8658,2009,Michigan,0-4,9969727,9366497,603230,5290796,399686,4891110,6958,607384,0.06050617,0.07554364200000000
8659,2009,Michigan,5-9,9969727,9366497,603230,5290796,399686,4891110,14985,612001,0.06050617,0.07554364200000000
8660,2009,Michigan,10-14,9969727,9366497,603230,5290796,399686,4891110,21304,653871,0.06050617,0.07554364200000000
8661,2009,Michigan,15-19,9969727,9366497,603230,5290796,399686,4891110,26691,711899,0.06050617,0.07554364200000000
8662,2009,Michigan,20-24,9969727,9366497,603230,5290796,399686,4891110,44268,645941,0.06050617,0.07554364200000000
8663,2009,Michigan,25-29,9969727,9366497,603230,5290796,399686,4891110,48465,570629,0.06050617,0.07554364200000000
8664,2009,Michigan,30-34,9969727,9366497,603230,5290796,399686,4891110,57146,519831,0.06050617,0.07554364200000000
8665,2009,Michigan,35-39,9969727,9366497,603230,5290796,399686,4891110,65195,592968,0.06050617,0.07554364200000000
8666,2009,Michigan,40-44,9969727,9366497,603230,5290796,399686,4891110,57142,628581,0.06050617,0.07554364200000000
8667,2009,Michigan,45-49,9969727,9366497,603230,5290796,399686,4891110,57621,713295,0.06050617,0.07554364200000000
8668,2009,Michigan,50-54,9969727,9366497,603230,5290796,399686,4891110,42579,724561,0.06050617,0.07554364200000000
8669,2009,Michigan,55-59,9969727,9366497,603230,5290796,399686,4891110,36956,634386,0.06050617,0.07554364200000000
8670,2009,Michigan,60-64,9969727,9366497,603230,5290796,399686,4891110,34582,506859,0.06050617,0.07554364200000000
8671,2009,Michigan,65-69,9969727,9366497,603230,5290796,399686,4891110,26795,372056,0.06050617,0.07554364200000000
8672,2009,Michigan,70-74,9969727,9366497,603230,5290796,399686,4891110,22127,289847,0.06050617,0.07554364200000000
8673,2009,Michigan,75-79,9969727,9366497,603230,5290796,399686,4891110,13944,224844,0.06050617,0.07554364200000000
8674,2009,Michigan,80-84,9969727,9366497,603230,5290796,399686,4891110,13085,183599,0.06050617,0.07554364200000000
8675,2009,Michigan,85+,9969727,9366497,603230,5290796,399686,4891110,13387,173945,0.06050617,0.07554364200000000
8676,2009,Minnesota,0-4,5266215,4910496,355719,2816880,242854,2574026,5558,360538,0.067547375,0.086213825
8677,2009,Minnesota,5-9,5266215,4910496,355719,2816880,242854,2574026,11855,330817,0.067547375,0.086213825
8678,2009,Minnesota,10-14,5266215,4910496,355719,2816880,242854,2574026,17588,322024,0.067547375,0.086213825
8679,2009,Minnesota,15-19,5266215,4910496,355719,2816880,242854,2574026,23360,338481,0.067547375,0.086213825
8680,2009,Minnesota,20-24,5266215,4910496,355719,2816880,242854,2574026,29617,341125,0.067547375,0.086213825
8681,2009,Minnesota,25-29,5266215,4910496,355719,2816880,242854,2574026,39170,332899,0.067547375,0.086213825
8682,2009,Minnesota,30-34,5266215,4910496,355719,2816880,242854,2574026,46444,281798,0.067547375,0.086213825
8683,2009,Minnesota,35-39,5266215,4910496,355719,2816880,242854,2574026,43458,287594,0.067547375,0.086213825
8684,2009,Minnesota,40-44,5266215,4910496,355719,2816880,242854,2574026,36828,329856,0.067547375,0.086213825
8685,2009,Minnesota,45-49,5266215,4910496,355719,2816880,242854,2574026,31080,386715,0.067547375,0.086213825
8686,2009,Minnesota,50-54,5266215,4910496,355719,2816880,242854,2574026,19643,375672,0.067547375,0.086213825
8687,2009,Minnesota,55-59,5266215,4910496,355719,2816880,242854,2574026,12470,327383,0.067547375,0.086213825
8688,2009,Minnesota,60-64,5266215,4910496,355719,2816880,242854,2574026,13761,252109,0.067547375,0.086213825
8689,2009,Minnesota,65-69,5266215,4910496,355719,2816880,242854,2574026,7351,188686,0.067547375,0.086213825
8690,2009,Minnesota,70-74,5266215,4910496,355719,2816880,242854,2574026,6378,142851,0.067547375,0.086213825
8691,2009,Minnesota,75-79,5266215,4910496,355719,2816880,242854,2574026,3051,122163,0.067547375,0.086213825
8692,2009,Minnesota,80-84,5266215,4910496,355719,2816880,242854,2574026,4890,95236,0.067547375,0.086213825
8693,2009,Minnesota,85+,5266215,4910496,355719,2816880,242854,2574026,3217,94549,0.067547375,0.086213825
8694,2009,Mississippi,0-4,2951996,2894158,57838,1489383,42618,1446765,594,220107,0.019592845,0.028614534
8695,2009,Mississippi,5-9,2951996,2894158,57838,1489383,42618,1446765,917,209645,0.019592845,0.028614534
8696,2009,Mississippi,10-14,2951996,2894158,57838,1489383,42618,1446765,2227,205334,0.019592845,0.028614534
8697,2009,Mississippi,15-19,2951996,2894158,57838,1489383,42618,1446765,1940,226758,0.019592845,0.028614534
8698,2009,Mississippi,20-24,2951996,2894158,57838,1489383,42618,1446765,5154,214553,0.019592845,0.028614534
8699,2009,Mississippi,25-29,2951996,2894158,57838,1489383,42618,1446765,8500,195893,0.019592845,0.028614534
8700,2009,Mississippi,30-34,2951996,2894158,57838,1489383,42618,1446765,9506,171524,0.019592845,0.028614534
8701,2009,Mississippi,35-39,2951996,2894158,57838,1489383,42618,1446765,4926,172501,0.019592845,0.028614534
8702,2009,Mississippi,40-44,2951996,2894158,57838,1489383,42618,1446765,5772,191949,0.019592845,0.028614534
8703,2009,Mississippi,45-49,2951996,2894158,57838,1489383,42618,1446765,4197,200181,0.019592845,0.028614534
8704,2009,Mississippi,50-54,2951996,2894158,57838,1489383,42618,1446765,3603,195145,0.019592845,0.028614534
8705,2009,Mississippi,55-59,2951996,2894158,57838,1489383,42618,1446765,2533,174140,0.019592845,0.028614534
8706,2009,Mississippi,60-64,2951996,2894158,57838,1489383,42618,1446765,3581,145432,0.019592845,0.028614534
8707,2009,Mississippi,65-69,2951996,2894158,57838,1489383,42618,1446765,1317,113311,0.019592845,0.028614534
8708,2009,Mississippi,70-74,2951996,2894158,57838,1489383,42618,1446765,1513,87888,0.019592845,0.028614534
8709,2009,Mississippi,75-79,2951996,2894158,57838,1489383,42618,1446765,450,69958,0.019592845,0.028614534
8710,2009,Mississippi,80-84,2951996,2894158,57838,1489383,42618,1446765,714,52500,0.019592845,0.028614534
8711,2009,Mississippi,85+,2951996,2894158,57838,1489383,42618,1446765,394,47339,0.019592845,0.028614534
8712,2009,Missouri,0-4,5987580,5775682,211898,3139412,145378,2994034,2435,404795,0.03538959,0.046307398
8713,2009,Missouri,5-9,5987580,5775682,211898,3139412,145378,2994034,6323,376411,0.03538959,0.046307398
8714,2009,Missouri,10-14,5987580,5775682,211898,3139412,145378,2994034,10001,382438,0.03538959,0.046307398
8715,2009,Missouri,15-19,5987580,5775682,211898,3139412,145378,2994034,10206,410730,0.03538959,0.046307398
8716,2009,Missouri,20-24,5987580,5775682,211898,3139412,145378,2994034,14761,407033,0.03538959,0.046307398
8717,2009,Missouri,25-29,5987580,5775682,211898,3139412,145378,2994034,21551,389721,0.03538959,0.046307398
8718,2009,Missouri,30-34,5987580,5775682,211898,3139412,145378,2994034,27217,338532,0.03538959,0.046307398
8719,2009,Missouri,35-39,5987580,5775682,211898,3139412,145378,2994034,23478,360274,0.03538959,0.046307398
8720,2009,Missouri,40-44,5987580,5775682,211898,3139412,145378,2994034,19397,373671,0.03538959,0.046307398
8721,2009,Missouri,45-49,5987580,5775682,211898,3139412,145378,2994034,19024,431917,0.03538959,0.046307398
8722,2009,Missouri,50-54,5987580,5775682,211898,3139412,145378,2994034,14521,423236,0.03538959,0.046307398
8723,2009,Missouri,55-59,5987580,5775682,211898,3139412,145378,2994034,10116,362903,0.03538959,0.046307398
8724,2009,Missouri,60-64,5987580,5775682,211898,3139412,145378,2994034,10074,313780,0.03538959,0.046307398
8725,2009,Missouri,65-69,5987580,5775682,211898,3139412,145378,2994034,7330,244532,0.03538959,0.046307398
8726,2009,Missouri,70-74,5987580,5775682,211898,3139412,145378,2994034,5352,176752,0.03538959,0.046307398
8727,2009,Missouri,75-79,5987580,5775682,211898,3139412,145378,2994034,3861,147399,0.03538959,0.046307398
8728,2009,Missouri,80-84,5987580,5775682,211898,3139412,145378,2994034,3432,120482,0.03538959,0.046307398
8729,2009,Missouri,85+,5987580,5775682,211898,3139412,145378,2994034,2819,111076,0.03538959,0.046307398
8730,2009,Montana,0-4,974989,955074,19915,509303,12465,496838,24,60790,0.020425871,0.024474625
8731,2009,Montana,5-9,974989,955074,19915,509303,12465,496838,67,58929,0.020425871,0.024474625
8732,2009,Montana,10-14,974989,955074,19915,509303,12465,496838,436,60165,0.020425871,0.024474625
8733,2009,Montana,15-19,974989,955074,19915,509303,12465,496838,1114,69803,0.020425871,0.024474625
8734,2009,Montana,20-24,974989,955074,19915,509303,12465,496838,1688,70978,0.020425871,0.024474625
8735,2009,Montana,25-29,974989,955074,19915,509303,12465,496838,1220,64933,0.020425871,0.024474625
8736,2009,Montana,30-34,974989,955074,19915,509303,12465,496838,1072,52771,0.020425871,0.024474625
8737,2009,Montana,35-39,974989,955074,19915,509303,12465,496838,1636,52799,0.020425871,0.024474625
8738,2009,Montana,40-44,974989,955074,19915,509303,12465,496838,1236,55945,0.020425871,0.024474625
8739,2009,Montana,45-49,974989,955074,19915,509303,12465,496838,2676,70345,0.020425871,0.024474625
8740,2009,Montana,50-54,974989,955074,19915,509303,12465,496838,2116,73993,0.020425871,0.024474625
8741,2009,Montana,55-59,974989,955074,19915,509303,12465,496838,1090,66417,0.020425871,0.024474625
8742,2009,Montana,60-64,974989,955074,19915,509303,12465,496838,1419,59635,0.020425871,0.024474625
8743,2009,Montana,65-69,974989,955074,19915,509303,12465,496838,584,39879,0.020425871,0.024474625
8744,2009,Montana,70-74,974989,955074,19915,509303,12465,496838,1611,32592,0.020425871,0.024474625
8745,2009,Montana,75-79,974989,955074,19915,509303,12465,496838,860,26981,0.020425871,0.024474625
8746,2009,Montana,80-84,974989,955074,19915,509303,12465,496838,800,19055,0.020425871,0.024474625
8747,2009,Montana,85+,974989,955074,19915,509303,12465,496838,266,19064,0.020425871,0.024474625
8748,2009,Nebraska,0-4,1796622,1693671,102951,909208,69835,839373,1199,131901,0.057302538,0.076808607
8749,2009,Nebraska,5-9,1796622,1693671,102951,909208,69835,839373,3865,122558,0.057302538,0.076808607
8750,2009,Nebraska,10-14,1796622,1693671,102951,909208,69835,839373,2585,112819,0.057302538,0.076808607
8751,2009,Nebraska,15-19,1796622,1693671,102951,909208,69835,839373,7416,119816,0.057302538,0.076808607
8752,2009,Nebraska,20-24,1796622,1693671,102951,909208,69835,839373,11643,131242,0.057302538,0.076808607
8753,2009,Nebraska,25-29,1796622,1693671,102951,909208,69835,839373,13421,113848,0.057302538,0.076808607
8754,2009,Nebraska,30-34,1796622,1693671,102951,909208,69835,839373,13327,94662,0.057302538,0.076808607
8755,2009,Nebraska,35-39,1796622,1693671,102951,909208,69835,839373,13400,98123,0.057302538,0.076808607
8756,2009,Nebraska,40-44,1796622,1693671,102951,909208,69835,839373,12218,100217,0.057302538,0.076808607
8757,2009,Nebraska,45-49,1796622,1693671,102951,909208,69835,839373,5333,120644,0.057302538,0.076808607
8758,2009,Nebraska,50-54,1796622,1693671,102951,909208,69835,839373,4639,120900,0.057302538,0.076808607
8759,2009,Nebraska,55-59,1796622,1693671,102951,909208,69835,839373,4951,102621,0.057302538,0.076808607
8760,2009,Nebraska,60-64,1796622,1693671,102951,909208,69835,839373,2546,88358,0.057302538,0.076808607
8761,2009,Nebraska,65-69,1796622,1693671,102951,909208,69835,839373,2287,62395,0.057302538,0.076808607
8762,2009,Nebraska,70-74,1796622,1693671,102951,909208,69835,839373,1722,52638,0.057302538,0.076808607
8763,2009,Nebraska,75-79,1796622,1693671,102951,909208,69835,839373,1178,44424,0.057302538,0.076808607
8764,2009,Nebraska,80-84,1796622,1693671,102951,909208,69835,839373,520,37802,0.057302538,0.076808607
8765,2009,Nebraska,85+,1796622,1693671,102951,909208,69835,839373,701,38703,0.057302538,0.076808607
8766,2009,Nevada,0-4,2643085,2138076,505009,1421855,371492,1050363,2780,199125,0.191068013,0.261272774
8767,2009,Nevada,5-9,2643085,2138076,505009,1421855,371492,1050363,9619,177676,0.191068013,0.261272774
8768,2009,Nevada,10-14,2643085,2138076,505009,1421855,371492,1050363,14279,170578,0.191068013,0.261272774
8769,2009,Nevada,15-19,2643085,2138076,505009,1421855,371492,1050363,18255,156460,0.191068013,0.261272774
8770,2009,Nevada,20-24,2643085,2138076,505009,1421855,371492,1050363,34117,132451,0.191068013,0.261272774
8771,2009,Nevada,25-29,2643085,2138076,505009,1421855,371492,1050363,48203,150677,0.191068013,0.261272774
8772,2009,Nevada,30-34,2643085,2138076,505009,1421855,371492,1050363,58302,129801,0.191068013,0.261272774
8773,2009,Nevada,35-39,2643085,2138076,505009,1421855,371492,1050363,60290,132940,0.191068013,0.261272774
8774,2009,Nevada,40-44,2643085,2138076,505009,1421855,371492,1050363,57834,129110,0.191068013,0.261272774
8775,2009,Nevada,45-49,2643085,2138076,505009,1421855,371492,1050363,49492,136454,0.191068013,0.261272774
8776,2009,Nevada,50-54,2643085,2138076,505009,1421855,371492,1050363,40771,133816,0.191068013,0.261272774
8777,2009,Nevada,55-59,2643085,2138076,505009,1421855,371492,1050363,32567,124334,0.191068013,0.261272774
8778,2009,Nevada,60-64,2643085,2138076,505009,1421855,371492,1050363,24033,113231,0.191068013,0.261272774
8779,2009,Nevada,65-69,2643085,2138076,505009,1421855,371492,1050363,18445,83238,0.191068013,0.261272774
8780,2009,Nevada,70-74,2643085,2138076,505009,1421855,371492,1050363,14063,60812,0.191068013,0.261272774
8781,2009,Nevada,75-79,2643085,2138076,505009,1421855,371492,1050363,12059,45302,0.191068013,0.261272774
8782,2009,Nevada,80-84,2643085,2138076,505009,1421855,371492,1050363,5470,33818,0.191068013,0.261272774
8783,2009,Nevada,85+,2643085,2138076,505009,1421855,371492,1050363,4430,28253,0.191068013,0.261272774
8784,2009,New Hampshire,0-4,1324575,1252863,71712,724116,49059,675057,507,73077,0.05413963,0.067750195
8785,2009,New Hampshire,5-9,1324575,1252863,71712,724116,49059,675057,1374,75915,0.05413963,0.067750195
8786,2009,New Hampshire,10-14,1324575,1252863,71712,724116,49059,675057,1894,79607,0.05413963,0.067750195
8787,2009,New Hampshire,15-19,1324575,1252863,71712,724116,49059,675057,2876,93615,0.05413963,0.067750195
8788,2009,New Hampshire,20-24,1324575,1252863,71712,724116,49059,675057,5045,87753,0.05413963,0.067750195
8789,2009,New Hampshire,25-29,1324575,1252863,71712,724116,49059,675057,5424,71275,0.05413963,0.067750195
8790,2009,New Hampshire,30-34,1324575,1252863,71712,724116,49059,675057,4856,64940,0.05413963,0.067750195
8791,2009,New Hampshire,35-39,1324575,1252863,71712,724116,49059,675057,7437,77739,0.05413963,0.067750195
8792,2009,New Hampshire,40-44,1324575,1252863,71712,724116,49059,675057,8906,91449,0.05413963,0.067750195
8793,2009,New Hampshire,45-49,1324575,1252863,71712,724116,49059,675057,7621,106932,0.05413963,0.067750195
8794,2009,New Hampshire,50-54,1324575,1252863,71712,724116,49059,675057,6043,102582,0.05413963,0.067750195
8795,2009,New Hampshire,55-59,1324575,1252863,71712,724116,49059,675057,4109,90302,0.05413963,0.067750195
8796,2009,New Hampshire,60-64,1324575,1252863,71712,724116,49059,675057,4663,69838,0.05413963,0.067750195
8797,2009,New Hampshire,65-69,1324575,1252863,71712,724116,49059,675057,2975,53294,0.05413963,0.067750195
8798,2009,New Hampshire,70-74,1324575,1252863,71712,724116,49059,675057,2485,36113,0.05413963,0.067750195
8799,2009,New Hampshire,75-79,1324575,1252863,71712,724116,49059,675057,1557,28585,0.05413963,0.067750195
8800,2009,New Hampshire,80-84,1324575,1252863,71712,724116,49059,675057,1919,25653,0.05413963,0.067750195
8801,2009,New Hampshire,85+,1324575,1252863,71712,724116,49059,675057,2021,24194,0.05413963,0.067750195
8802,2009,New Jersey,0-4,8707740,6952237,1755503,4741116,1288171,3452945,10416,541592,0.201602597,0.271702063
8803,2009,New Jersey,5-9,8707740,6952237,1755503,4741116,1288171,3452945,21973,542673,0.201602597,0.271702063
8804,2009,New Jersey,10-14,8707740,6952237,1755503,4741116,1288171,3452945,46570,525045,0.201602597,0.271702063
8805,2009,New Jersey,15-19,8707740,6952237,1755503,4741116,1288171,3452945,59881,517196,0.201602597,0.271702063
8806,2009,New Jersey,20-24,8707740,6952237,1755503,4741116,1288171,3452945,101913,432548,0.201602597,0.271702063
8807,2009,New Jersey,25-29,8707740,6952237,1755503,4741116,1288171,3452945,160117,393753,0.201602597,0.271702063
8808,2009,New Jersey,30-34,8707740,6952237,1755503,4741116,1288171,3452945,184688,364504,0.201602597,0.271702063
8809,2009,New Jersey,35-39,8707740,6952237,1755503,4741116,1288171,3452945,192427,423582,0.201602597,0.271702063
8810,2009,New Jersey,40-44,8707740,6952237,1755503,4741116,1288171,3452945,186698,462495,0.201602597,0.271702063
8811,2009,New Jersey,45-49,8707740,6952237,1755503,4741116,1288171,3452945,184028,526279,0.201602597,0.271702063
8812,2009,New Jersey,50-54,8707740,6952237,1755503,4741116,1288171,3452945,148434,506279,0.201602597,0.271702063
8813,2009,New Jersey,55-59,8707740,6952237,1755503,4741116,1288171,3452945,126578,417732,0.201602597,0.271702063
8814,2009,New Jersey,60-64,8707740,6952237,1755503,4741116,1288171,3452945,105201,358321,0.201602597,0.271702063
8815,2009,New Jersey,65-69,8707740,6952237,1755503,4741116,1288171,3452945,71215,270558,0.201602597,0.271702063
8816,2009,New Jersey,70-74,8707740,6952237,1755503,4741116,1288171,3452945,60040,203739,0.201602597,0.271702063
8817,2009,New Jersey,75-79,8707740,6952237,1755503,4741116,1288171,3452945,38546,170906,0.201602597,0.271702063
8818,2009,New Jersey,80-84,8707740,6952237,1755503,4741116,1288171,3452945,32752,149611,0.201602597,0.271702063
8819,2009,New Jersey,85+,8707740,6952237,1755503,4741116,1288171,3452945,24026,145424,0.201602597,0.271702063
8820,2009,New Mexico,0-4,2009671,1808791,200880,1027948,141945,886003,1347,149737,0.09995666,0.138085779
8821,2009,New Mexico,5-9,2009671,1808791,200880,1027948,141945,886003,4213,140517,0.09995666,0.138085779
8822,2009,New Mexico,10-14,2009671,1808791,200880,1027948,141945,886003,9552,123068,0.09995666,0.138085779
8823,2009,New Mexico,15-19,2009671,1808791,200880,1027948,141945,886003,10358,138137,0.09995666,0.138085779
8824,2009,New Mexico,20-24,2009671,1808791,200880,1027948,141945,886003,11480,129828,0.09995666,0.138085779
8825,2009,New Mexico,25-29,2009671,1808791,200880,1027948,141945,886003,17483,128124,0.09995666,0.138085779
8826,2009,New Mexico,30-34,2009671,1808791,200880,1027948,141945,886003,22503,103336,0.09995666,0.138085779
8827,2009,New Mexico,35-39,2009671,1808791,200880,1027948,141945,886003,24060,105799,0.09995666,0.138085779
8828,2009,New Mexico,40-44,2009671,1808791,200880,1027948,141945,886003,21788,97021,0.09995666,0.138085779
8829,2009,New Mexico,45-49,2009671,1808791,200880,1027948,141945,886003,18421,120342,0.09995666,0.138085779
8830,2009,New Mexico,50-54,2009671,1808791,200880,1027948,141945,886003,16396,117660,0.09995666,0.138085779
8831,2009,New Mexico,55-59,2009671,1808791,200880,1027948,141945,886003,11473,111003,0.09995666,0.138085779
8832,2009,New Mexico,60-64,2009671,1808791,200880,1027948,141945,886003,9821,102718,0.09995666,0.138085779
8833,2009,New Mexico,65-69,2009671,1808791,200880,1027948,141945,886003,5355,73168,0.09995666,0.138085779
8834,2009,New Mexico,70-74,2009671,1808791,200880,1027948,141945,886003,6673,58008,0.09995666,0.138085779
8835,2009,New Mexico,75-79,2009671,1808791,200880,1027948,141945,886003,5119,48221,0.09995666,0.138085779
8836,2009,New Mexico,80-84,2009671,1808791,200880,1027948,141945,886003,2827,32846,0.09995666,0.138085779
8837,2009,New Mexico,85+,2009671,1808791,200880,1027948,141945,886003,2011,29258,0.09995666,0.138085779
8838,2009,New York,0-4,19541453,15380406,4161047,10580985,2995630,7585355,23601,1193759,0.212934371,0.283114474
8839,2009,New York,5-9,19541453,15380406,4161047,10580985,2995630,7585355,45030,1128754,0.212934371,0.283114474
8840,2009,New York,10-14,19541453,15380406,4161047,10580985,2995630,7585355,86202,1151445,0.212934371,0.283114474
8841,2009,New York,15-19,19541453,15380406,4161047,10580985,2995630,7585355,135890,1232196,0.212934371,0.283114474
8842,2009,New York,20-24,19541453,15380406,4161047,10580985,2995630,7585355,243788,1102211,0.212934371,0.283114474
8843,2009,New York,25-29,19541453,15380406,4161047,10580985,2995630,7585355,353169,1001684,0.212934371,0.283114474
8844,2009,New York,30-34,19541453,15380406,4161047,10580985,2995630,7585355,399698,885021,0.212934371,0.283114474
8845,2009,New York,35-39,19541453,15380406,4161047,10580985,2995630,7585355,420606,873188,0.212934371,0.283114474
